"time","H_pump","H0","H_static","I_motor","J_motor","K_eff","K_pump","L_s","P_shaft","Q_flow","Q_max","R_r","R_s","T_em","T_load","T_max","V_supply","Z_total","der(omega)","efficiency","erosion","eta_pump","extra_friction","f_supply","g","gas_ramp","gas_severity","omega","omega_rated","omega_sync","p","rho","rho_eff","s_max","slip","speed_ratio","t_gas_lock","vibration_rms"
178.92,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
178.96,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.04,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.08,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.12,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.16,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.2,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.24,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.28,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.32,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.36,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.4,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.44,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.48,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.52,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.56,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.6,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.64,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.68,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.72,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.76,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.8,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.84,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.88,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.92,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
179.96,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.04,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.08,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.12,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.16,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.2,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.24,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.28,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.32,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.36,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.4,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.44,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
180.48,40,80,40,14.670964153681515,0.3,0.00127,0.00127,0.18,7942.312870066141,0.010016013573960985,0.022,0.16,1,43.41585626204482,43.415856262044755,80,1000,68.16184604670724,2.1316282072803006e-13,0.6852525037635672,0,0.7,0,60,9.81,0,0,182.93576480741902,188.5,188.49555921538757,2,850,850,0.1,0.02949562542009577,0.9704815109146897,9999,0.048524075545734485
